@RELATION try54
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {classifierData/Instrumentals,classifierData/Drums}

@DATA
0.055952,0.030825,3.208136,0.099430,0.134859,0.232444,0.013402,0.072909,-26.999938,-0.525757,-2.114647,0.074637,-0.357060,0.237654,-0.339743,0.376356,0.173467,0.075194,-0.262771,-0.046671,-0.019969,0.057718,0.008476,0.002064,0.013630,0.000938,0.019390,0.000720,0.004123,0.010850,0.001259,0.045388,0.001329,0.032032,0.000066,-0.000200,0.002594,-0.000109,-0.000682,-0.005042,-0.000009,0.000161,-0.037302,-0.029431,-0.000298,-0.004052,-0.022750,0.007563,0.020938,0.008076,0.001517,-0.032905,0.012100,-0.000159,0.002403,0.001311,0.000095,-0.000010,-0.000003,0.000012,0.000556,0.000015,0.000031,-0.000025,-0.000188,0.002104,-0.000243,0.000436,0.011874,0.033627,0.211385,0.021114,0.037084,0.182939,0.013670,0.016372,1.647949,0.690740,0.482952,0.465750,0.383697,0.426451,0.327582,0.318238,0.320161,0.314595,0.322617,0.243848,0.185458,0.056821,0.011549,0.003440,0.020228,0.001334,0.020277,0.000787,0.005552,0.012365,0.001842,0.027561,0.001919,0.015866,0.009912,0.036811,0.301900,0.026724,0.049086,0.166913,0.017700,0.015945,1.348857,0.800663,0.584052,0.480219,0.348032,0.355136,0.312902,0.305621,0.293391,0.309089,0.285501,0.235974,0.193038,0.053829,0.009257,0.004010,0.014600,0.001570,0.021063,0.000940,0.005945,0.012083,0.002284,0.022603,0.002304,0.014308,classifierData/Instrumentals
0.034142,0.049675,3.243932,0.079330,0.140791,0.017452,0.003538,0.043736,-25.056672,2.718739,-2.188130,-0.345002,-0.253640,-0.517913,-0.467179,-0.275928,-0.095533,0.107845,-0.277783,-0.310454,0.055771,0.024036,0.014953,0.011444,0.015554,0.005585,0.025616,0.003504,0.013264,0.007147,0.019937,0.069175,0.019588,0.031720,-0.000023,-0.000949,0.001971,-0.000150,-0.000181,-0.000153,-0.000002,-0.000078,-0.038337,0.015153,0.002661,0.004028,0.002207,-0.006808,0.000320,0.003402,0.006661,0.003495,-0.007560,-0.004962,0.003400,0.000039,0.000014,0.000064,-0.000032,-0.000024,-0.000015,-0.000014,-0.000224,-0.000054,0.000314,0.000516,0.000235,0.000086,0.003868,0.027515,0.079734,0.026145,0.044396,0.016626,0.005798,0.004025,1.105956,0.742113,0.460880,0.315092,0.324204,0.320275,0.240967,0.249604,0.211913,0.252784,0.264859,0.245918,0.163970,0.007367,0.004776,0.007383,0.005993,0.003122,0.015082,0.002053,0.011793,0.005360,0.010496,0.031398,0.008215,0.008627,0.003092,0.016908,0.107658,0.034599,0.058639,0.021313,0.007624,0.002673,0.993959,0.922456,0.556944,0.381409,0.348272,0.283805,0.251194,0.251062,0.249857,0.211261,0.244426,0.220476,0.194136,0.007155,0.003964,0.004348,0.004023,0.003264,0.011110,0.002094,0.008008,0.004038,0.007308,0.017351,0.005788,0.005044,classifierData/Instrumentals
0.033889,0.015471,3.209481,0.099120,0.160506,0.116332,0.009213,0.045450,-28.634910,1.979282,-2.161258,-1.249561,-0.080554,0.210830,0.124786,0.067494,-0.039394,-0.043069,0.103419,0.061334,-0.165160,0.023190,0.049203,0.021286,0.001553,0.003015,0.030762,0.002205,0.002855,0.004192,0.001883,0.004328,0.003409,0.028931,-0.000280,-0.000625,0.003887,0.001065,0.001400,-0.003333,-0.000111,-0.000747,-0.037872,-0.024612,-0.002293,-0.011980,-0.020611,-0.009126,0.007878,0.005707,-0.001270,-0.007226,-0.000319,0.002186,-0.000828,-0.000414,0.000038,-0.001521,0.000096,0.000007,0.000179,-0.000012,-0.000008,-0.000114,-0.000009,-0.000006,-0.000006,-0.000488,0.009473,0.010897,0.161820,0.025755,0.034572,0.192869,0.012785,0.030447,1.678419,0.734242,0.546272,0.424420,0.342726,0.320713,0.334200,0.242930,0.209645,0.217011,0.158308,0.233887,0.190399,0.026652,0.039246,0.015543,0.001320,0.003322,0.041187,0.001527,0.002746,0.004172,0.001735,0.004750,0.003891,0.014302,0.012251,0.007342,0.227715,0.036908,0.052796,0.251727,0.017109,0.043273,1.417807,0.975182,0.505964,0.433468,0.339299,0.280614,0.319686,0.249952,0.190674,0.190266,0.161315,0.170088,0.164472,0.014913,0.018379,0.009126,0.001176,0.002736,0.023152,0.001856,0.002553,0.003088,0.001453,0.003500,0.002758,0.009225,classifierData/Instrumentals
0.009611,0.051966,2.942723,0.089200,0.180548,0.029632,0.030562,0.012175,-27.785454,3.365810,0.410585,0.246087,-0.190319,-0.221679,-0.212116,-0.069044,-0.046783,0.005129,0.040074,0.088356,0.001753,0.005933,0.001532,0.098414,0.007115,0.031930,0.004570,0.109702,0.000358,0.012614,0.019009,0.031207,0.005745,0.051439,0.000026,-0.000739,0.002057,0.000232,0.000146,0.000144,0.000025,0.000163,-0.067200,-0.001409,-0.014946,-0.010113,-0.011936,-0.008907,-0.006024,-0.001905,-0.002058,0.001031,0.000923,-0.001751,-0.000390,-0.000063,0.000020,-0.001595,0.000138,-0.000339,0.000060,-0.000265,0.000013,0.000106,-0.000008,-0.000013,0.000915,-0.000227,0.006054,0.069096,0.365540,0.033183,0.040711,0.038779,0.034514,0.008129,3.938094,0.701087,0.449372,0.398759,0.522950,0.482009,0.409934,0.288023,0.227063,0.201968,0.148878,0.123689,0.132619,0.010753,0.001913,0.090886,0.008557,0.031318,0.007136,0.130227,0.000784,0.017611,0.019190,0.038976,0.005518,0.032342,0.005412,0.066250,0.544475,0.039734,0.051163,0.051747,0.038760,0.008025,3.475888,0.801688,0.480690,0.379334,0.481607,0.418232,0.365232,0.275978,0.238610,0.217651,0.179827,0.150114,0.160897,0.015399,0.002207,0.108363,0.011140,0.028256,0.009145,0.130673,0.001080,0.015735,0.017764,0.051591,0.004122,0.029776,classifierData/Drums
0.111429,0.063478,3.036039,0.231248,0.254096,1.005487,0.009535,0.219568,-27.154677,2.083062,-0.200428,-1.672355,-0.590782,-0.344904,0.119574,0.062506,-0.198490,0.100225,-0.344926,0.390124,-0.278967,0.008871,0.007754,0.013979,0.007533,0.020722,0.013059,0.012715,0.002572,0.006418,0.028065,0.005584,0.004258,0.016883,-0.004766,0.001192,-0.002938,-0.003654,-0.000426,-0.030224,0.000067,-0.009382,0.317374,0.021554,-0.005369,-0.022082,-0.019073,-0.010836,0.001034,-0.001736,-0.003060,-0.000039,-0.006626,0.001905,-0.003928,0.000265,0.000062,0.001015,0.000001,-0.000051,-0.000023,-0.001331,-0.000005,0.000001,0.000156,-0.000061,-0.000028,-0.000106,0.059941,0.047368,0.299258,0.064586,0.028253,0.425693,0.005510,0.121571,4.243725,0.659935,0.510491,0.567470,0.389428,0.540469,0.273012,0.249458,0.359385,0.183193,0.271190,0.300845,0.155762,0.014651,0.010692,0.015087,0.010823,0.017073,0.019622,0.016058,0.004297,0.008811,0.037561,0.006403,0.007414,0.008506,0.028551,0.057598,0.433133,0.047942,0.030925,0.266305,0.006512,0.073381,2.547485,0.572109,0.576047,0.519716,0.382003,0.484411,0.336369,0.280128,0.381656,0.254611,0.288562,0.328279,0.200871,0.018992,0.014968,0.019369,0.014844,0.024569,0.027159,0.018144,0.006161,0.012986,0.038719,0.007410,0.010610,0.010628,classifierData/Drums
0.181300,0.067760,2.983403,0.254800,0.194973,1.267587,0.022952,0.266004,-27.816122,0.294184,0.621530,0.389657,0.341517,0.168453,0.160113,0.057321,0.115704,0.014439,-0.013756,0.218706,0.074551,0.004050,0.000555,0.069096,0.002822,0.007313,0.001829,0.096297,0.000636,0.001067,0.003107,0.022297,0.000512,0.036876,0.005221,-0.002268,0.004030,0.004715,-0.000110,0.034303,-0.000144,0.007965,-0.161861,-0.076225,0.000084,-0.011369,-0.006112,-0.007177,-0.006971,0.000344,0.009997,-0.002143,-0.005938,-0.000235,-0.000573,-0.000266,0.000006,-0.001887,-0.000029,-0.000677,-0.000036,-0.000439,0.000001,-0.000005,-0.000173,-0.000896,0.000004,-0.000618,0.161422,0.085436,0.415452,0.134042,0.022504,1.125113,0.030221,0.243570,3.862890,2.519207,0.411087,0.355730,0.205425,0.187772,0.146864,0.233238,0.212816,0.162563,0.175584,0.162620,0.164236,0.009374,0.000523,0.089962,0.007117,0.011362,0.004971,0.134658,0.000862,0.001635,0.005257,0.037799,0.000565,0.040531,0.124011,0.083740,0.623073,0.115378,0.029348,0.946635,0.033800,0.209374,4.410635,1.992620,0.570096,0.371900,0.285581,0.189802,0.202178,0.326259,0.322112,0.240596,0.203740,0.199210,0.191616,0.014042,0.000687,0.113650,0.010570,0.014929,0.007289,0.130891,0.001180,0.002329,0.006982,0.049053,0.000726,0.033047,classifierData/Drums
0.174684,0.039182,2.947032,0.256573,0.215261,1.438295,0.014464,0.297916,-27.267724,1.100526,0.404765,0.611467,0.309038,0.258713,0.246790,0.137495,0.159785,0.120997,-0.014441,0.137357,0.134634,0.003176,0.000851,0.097908,0.001691,0.011068,0.001062,0.115908,0.000703,0.000941,0.003891,0.011608,0.000775,0.042375,0.003171,-0.002230,-0.008964,0.003488,0.001188,0.034580,-0.000126,0.006507,-0.035816,-0.062760,-0.031990,-0.010791,-0.002824,-0.010873,-0.000687,0.003499,-0.005695,-0.001585,-0.002903,0.003563,0.001464,-0.000076,0.000096,-0.001233,0.000051,-0.000668,0.000008,-0.001601,0.000068,0.000053,-0.000332,-0.000336,0.000049,-0.000577,0.157999,0.044129,0.390094,0.140644,0.029738,1.301728,0.021156,0.277266,4.048607,1.378162,0.347953,0.360874,0.237414,0.218251,0.232116,0.187012,0.129864,0.135692,0.160367,0.222155,0.178760,0.007033,0.001028,0.083783,0.003037,0.017359,0.001439,0.115439,0.000721,0.001067,0.006763,0.011060,0.001121,0.035414,0.131011,0.045385,0.486271,0.124917,0.032714,1.082716,0.029280,0.246538,5.078154,1.276752,0.406390,0.421136,0.316649,0.305254,0.326151,0.262304,0.181832,0.194585,0.171730,0.270374,0.203998,0.010128,0.001181,0.082745,0.004245,0.024063,0.002032,0.117358,0.000683,0.001249,0.008984,0.012344,0.001439,0.031696,classifierData/Drums
0.123877,0.112170,3.029838,0.195428,0.186176,0.968388,0.028445,0.171464,-26.938971,1.007950,0.469994,0.453605,0.226056,0.237168,0.253049,0.131030,0.158548,0.069853,-0.051611,0.166461,0.144498,0.006149,0.000425,0.054812,0.003212,0.011758,0.001755,0.150963,0.001678,0.000782,0.004443,0.029783,0.000654,0.050537,0.002158,-0.004204,-0.008054,0.003130,0.000849,0.019483,-0.000061,0.004029,-0.150808,-0.057186,0.008790,-0.004540,-0.003147,-0.001592,0.007737,0.001385,-0.000735,-0.000875,0.004166,0.008806,0.007297,-0.000401,0.000003,0.002233,-0.000187,-0.000300,-0.000036,0.000284,-0.000001,-0.000002,-0.000242,-0.000595,-0.000000,0.000495,0.119737,0.112663,0.387196,0.095932,0.024984,1.005100,0.039821,0.187570,4.268901,2.029241,0.649291,0.477358,0.316061,0.194397,0.341161,0.210701,0.126810,0.160990,0.181276,0.204175,0.162634,0.014901,0.000523,0.053317,0.007788,0.018650,0.004294,0.168631,0.002813,0.001227,0.007853,0.053387,0.000763,0.043531,0.090303,0.083852,0.560100,0.081528,0.031878,0.786571,0.042587,0.153849,4.725920,1.710149,0.692293,0.495909,0.317867,0.229702,0.487317,0.308659,0.185128,0.232962,0.249425,0.259065,0.198658,0.021983,0.000649,0.062291,0.011361,0.024108,0.006304,0.159039,0.002877,0.001709,0.010226,0.074720,0.000867,0.033764,classifierData/Drums
0.136776,0.043044,2.846040,0.241112,0.210143,1.004550,0.016722,0.255609,-28.463206,1.775568,0.921647,0.415236,0.523288,0.170904,0.186894,0.157844,0.166836,0.114800,0.081371,0.020364,0.036474,0.003216,0.000430,0.127587,0.001600,0.012276,0.000930,0.138662,0.000267,0.000516,0.004616,0.013738,0.000796,0.052749,0.000082,-0.002224,0.001717,0.002282,0.001011,0.007707,0.000069,-0.000059,-0.111898,-0.064246,0.004321,0.003610,0.005611,-0.003662,0.001982,0.006031,0.003166,0.004265,-0.002481,-0.002012,-0.000350,-0.000094,-0.000003,0.002637,-0.000039,-0.000675,-0.000020,0.000579,0.000002,-0.000003,-0.000353,-0.000273,-0.000003,0.000571,0.138623,0.046728,0.422837,0.126905,0.025437,0.959279,0.022012,0.261892,5.014205,0.975400,0.494807,0.411815,0.208113,0.205761,0.138687,0.140710,0.158276,0.159463,0.104711,0.112297,0.102454,0.007274,0.000583,0.082356,0.003510,0.018417,0.001401,0.107613,0.000366,0.000792,0.008066,0.009732,0.001084,0.031570,0.154704,0.048777,0.592523,0.109351,0.029554,1.014192,0.030458,0.250647,5.841193,1.175298,0.593592,0.490014,0.286581,0.287555,0.201986,0.212703,0.227965,0.230324,0.153530,0.147771,0.143749,0.010534,0.000710,0.109571,0.005013,0.026216,0.001716,0.128608,0.000373,0.001002,0.010794,0.011179,0.001524,0.039650,classifierData/Drums
0.167924,0.037840,2.604328,0.204330,0.168200,1.133280,0.007416,0.209702,-29.295196,1.473251,0.332006,-0.008770,0.108968,0.142099,0.084709,-0.075966,0.044086,0.017967,0.036510,-0.035837,-0.053047,0.011010,0.001373,0.021385,0.006794,0.027225,0.004938,0.038524,0.001325,0.010727,0.012188,0.020787,0.001580,0.015865,0.000675,-0.003950,-0.001228,0.001111,-0.000083,0.009266,-0.000405,0.001433,-0.020596,-0.048142,0.002586,-0.012331,-0.013427,-0.012630,-0.008794,-0.000944,-0.008867,-0.008220,0.000190,0.002264,-0.000142,0.000214,0.000005,-0.000404,0.000127,-0.001080,0.000222,0.000872,0.000019,0.000309,-0.000366,-0.000624,0.000002,0.000111,0.113222,0.066664,0.546610,0.088980,0.029530,0.902018,0.007763,0.179311,5.097127,1.552815,0.620993,0.542150,0.346857,0.277669,0.273802,0.264546,0.252435,0.195265,0.164724,0.146808,0.132910,0.011812,0.001710,0.022204,0.007377,0.029890,0.006064,0.035639,0.001293,0.017546,0.012990,0.021207,0.001448,0.012404,0.084773,0.087784,0.830991,0.077914,0.034772,0.780447,0.010880,0.153711,4.845127,1.310846,0.706963,0.434499,0.348579,0.292029,0.257894,0.277541,0.246756,0.275211,0.211293,0.212641,0.188410,0.013865,0.002385,0.024942,0.009664,0.029063,0.007317,0.037517,0.001579,0.018250,0.015860,0.022636,0.002085,0.011245,classifierData/Drums
0.108449,0.034509,2.618048,0.157250,0.141040,1.062093,0.007906,0.174845,-29.326550,1.109066,0.548634,0.100773,0.228595,0.164424,0.225394,0.045410,0.043936,0.094225,0.081204,-0.012347,-0.052141,0.006594,0.002039,0.053063,0.004512,0.016875,0.003943,0.024034,0.001716,0.003154,0.013829,0.019521,0.002226,0.017989,0.000227,-0.005202,-0.027348,0.000427,0.000879,0.000145,-0.000294,-0.000060,-0.088125,-0.017907,0.000744,0.001945,0.004556,0.004115,-0.003265,0.002292,0.001966,0.001305,-0.004448,-0.002640,0.004996,-0.000083,0.000001,0.000024,-0.000065,-0.000670,-0.000018,0.001082,-0.000005,-0.000046,-0.000268,0.001187,-0.000022,0.000244,0.052220,0.066666,0.633242,0.042737,0.030712,0.509806,0.009234,0.081976,3.538239,1.297186,0.561306,0.432122,0.275989,0.205300,0.182287,0.214871,0.180594,0.159661,0.147442,0.142048,0.143440,0.007666,0.001609,0.067681,0.004092,0.015983,0.003872,0.018351,0.001617,0.002486,0.012717,0.020425,0.001680,0.018540,0.041992,0.082947,0.904519,0.044755,0.032647,0.430545,0.011794,0.066244,3.611599,1.293065,0.573576,0.429372,0.342246,0.286595,0.248529,0.268856,0.263755,0.239681,0.196133,0.193748,0.205399,0.010844,0.001866,0.053469,0.005923,0.015598,0.005105,0.017267,0.001964,0.003379,0.015968,0.018474,0.002233,0.014498,classifierData/Drums
0.065249,0.037010,2.832438,0.188070,0.222667,0.656269,0.005911,0.116546,-27.836336,2.332569,0.683532,0.267416,-0.000356,0.118716,0.041320,-0.096298,-0.132048,-0.170606,-0.085025,-0.021143,-0.021405,0.021692,0.002188,0.055966,0.026615,0.031866,0.008005,0.027431,0.001109,0.004122,0.025351,0.026514,0.002726,0.024743,-0.000030,-0.006005,0.003034,0.001087,0.000978,0.001113,-0.000067,0.000045,-0.136775,-0.008028,0.015205,-0.001890,-0.000149,-0.004031,-0.005861,-0.006824,-0.001693,0.008365,0.004129,-0.000811,0.001353,-0.001854,-0.000007,0.000281,0.000144,-0.000687,0.000164,-0.000857,-0.000004,0.000016,0.002468,0.000075,-0.000015,0.000143,0.042801,0.086746,0.428544,0.051856,0.017940,0.476964,0.005052,0.093173,3.691488,0.540631,0.474594,0.344074,0.285614,0.249208,0.193193,0.151683,0.208367,0.230816,0.159366,0.174270,0.167663,0.021660,0.001978,0.037487,0.021105,0.023200,0.006711,0.018398,0.000899,0.003706,0.030295,0.025111,0.002742,0.008343,0.041679,0.123638,0.591809,0.040859,0.018772,0.402752,0.006220,0.074123,3.654902,0.427068,0.514728,0.311078,0.333171,0.253686,0.236268,0.193459,0.266010,0.241292,0.224720,0.234254,0.210250,0.023230,0.002562,0.043862,0.026651,0.025474,0.009709,0.021345,0.001236,0.005085,0.036871,0.029031,0.003219,0.009302,classifierData/Drums
0.014755,0.060217,2.573332,0.102873,0.179087,0.149561,0.021540,0.027250,-28.324791,3.169393,0.743053,0.531202,0.168237,0.266458,0.058523,0.090464,-0.025604,0.059536,0.018640,-0.030186,-0.007311,0.022005,0.001002,0.074848,0.007986,0.026522,0.004301,0.094052,0.000562,0.002453,0.023133,0.060404,0.001383,0.040928,-0.000144,-0.001984,-0.011393,0.000250,0.001215,-0.001344,0.000317,-0.000072,-0.052443,-0.000102,0.001274,-0.000325,0.008090,0.000045,0.006516,0.002616,0.005287,-0.000573,0.003610,0.005747,-0.000820,-0.000520,-0.000002,0.000694,-0.000168,0.000037,-0.000030,0.000969,-0.000004,-0.000022,-0.001279,0.001778,-0.000023,0.000284,0.013258,0.092105,0.583827,0.041856,0.034891,0.289741,0.009765,0.051554,4.289141,1.021316,0.459569,0.298372,0.289836,0.159312,0.176080,0.223191,0.204107,0.217005,0.161305,0.187372,0.127182,0.035395,0.001493,0.051775,0.009846,0.015889,0.005581,0.064033,0.000905,0.002853,0.027645,0.044210,0.002028,0.016090,0.018744,0.119406,0.936694,0.055366,0.047172,0.406198,0.014144,0.075031,4.923908,1.354833,0.653027,0.404898,0.431056,0.196289,0.226820,0.278287,0.285059,0.267022,0.203582,0.283139,0.183343,0.044862,0.002274,0.071818,0.014197,0.021803,0.008000,0.088945,0.001399,0.004248,0.037176,0.062592,0.002958,0.024129,classifierData/Drums
0.027403,0.042116,2.606175,0.122153,0.157741,0.430444,0.052561,0.073030,-32.600819,1.468564,0.390571,0.307267,-0.093400,0.250290,0.169981,0.162217,0.016815,0.051810,0.002731,0.000549,-0.023315,0.005766,0.001455,0.049446,0.003800,0.060628,0.001872,0.072632,0.000838,0.001936,0.007064,0.038937,0.002579,0.037501,0.000221,-0.004084,-0.001116,0.002184,0.000910,0.014679,-0.000611,0.002836,-0.254316,-0.063130,-0.007302,-0.013872,-0.003722,0.003647,0.006326,-0.001961,0.003878,0.002977,0.002877,-0.001741,0.002318,-0.000207,-0.000016,-0.000995,-0.000024,0.000918,-0.000003,-0.000880,0.000023,-0.000024,-0.000165,-0.000837,-0.000005,-0.000017,0.031633,0.080425,0.610930,0.060276,0.043578,0.501637,0.139727,0.090002,8.760664,1.436465,0.572456,0.618179,0.437082,0.302453,0.266920,0.245122,0.199722,0.220022,0.186391,0.130145,0.191225,0.007846,0.002000,0.046238,0.006036,0.050775,0.002339,0.078788,0.001364,0.003152,0.008302,0.041589,0.005684,0.017315,0.022318,0.097395,0.839650,0.051439,0.046823,0.431072,0.195869,0.081649,9.000013,1.134300,0.626385,0.653241,0.411239,0.337074,0.296463,0.301014,0.255946,0.231475,0.212276,0.176922,0.212599,0.009087,0.002577,0.059129,0.006862,0.040530,0.003038,0.065755,0.001792,0.003694,0.010389,0.039502,0.007012,0.017808,classifierData/Drums
0.083275,0.018195,2.667117,0.129087,0.137537,0.771436,0.017631,0.130513,-33.490460,0.322337,-0.989488,-0.109904,-0.387432,-0.057886,-0.261890,-0.002050,0.007125,0.003103,-0.003784,0.103947,-0.037438,0.007705,0.003945,0.027854,0.005383,0.029756,0.003593,0.033743,0.004446,0.004215,0.005489,0.017828,0.004986,0.020575,0.002174,-0.003342,-0.016123,0.000534,-0.001082,0.022012,-0.000207,0.003713,-0.189258,-0.087321,-0.049600,-0.027627,-0.018354,-0.010916,-0.015492,-0.007985,0.003174,-0.005682,0.004517,0.007434,0.002210,-0.000028,0.000061,-0.001548,0.000008,-0.000514,0.000029,-0.000634,0.000033,-0.000037,-0.000132,-0.001619,0.000140,-0.000566,0.060216,0.036403,0.663288,0.050676,0.033005,0.708624,0.024136,0.105521,6.512681,1.532880,1.217787,0.501624,0.398086,0.306709,0.281651,0.243484,0.208234,0.222421,0.246328,0.224424,0.198951,0.008716,0.004254,0.039687,0.005949,0.031986,0.003171,0.051402,0.004574,0.004233,0.006623,0.026051,0.005896,0.021115,0.054513,0.040116,1.022572,0.052234,0.040079,0.692843,0.033019,0.109219,6.255295,1.424319,0.967318,0.546119,0.415699,0.347811,0.318759,0.319100,0.282318,0.281294,0.299625,0.297262,0.229477,0.010933,0.004947,0.048846,0.007949,0.034775,0.004634,0.061266,0.005740,0.005509,0.008887,0.026469,0.006562,0.021918,classifierData/Drums
