@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE features69 NUMERIC
@ATTRIBUTE features70 NUMERIC
@ATTRIBUTE features71 NUMERIC
@ATTRIBUTE features72 NUMERIC
@ATTRIBUTE features73 NUMERIC
@ATTRIBUTE features74 NUMERIC
@ATTRIBUTE features75 NUMERIC
@ATTRIBUTE features76 NUMERIC
@ATTRIBUTE features77 NUMERIC
@ATTRIBUTE features78 NUMERIC
@ATTRIBUTE features79 NUMERIC
@ATTRIBUTE features80 NUMERIC
@ATTRIBUTE features81 NUMERIC
@ATTRIBUTE features82 NUMERIC
@ATTRIBUTE features83 NUMERIC
@ATTRIBUTE features84 NUMERIC
@ATTRIBUTE features85 NUMERIC
@ATTRIBUTE features86 NUMERIC
@ATTRIBUTE features87 NUMERIC
@ATTRIBUTE features88 NUMERIC
@ATTRIBUTE features89 NUMERIC
@ATTRIBUTE features90 NUMERIC
@ATTRIBUTE features91 NUMERIC
@ATTRIBUTE features92 NUMERIC
@ATTRIBUTE features93 NUMERIC
@ATTRIBUTE features94 NUMERIC
@ATTRIBUTE features95 NUMERIC
@ATTRIBUTE features96 NUMERIC
@ATTRIBUTE features97 NUMERIC
@ATTRIBUTE features98 NUMERIC
@ATTRIBUTE features99 NUMERIC
@ATTRIBUTE features100 NUMERIC
@ATTRIBUTE features101 NUMERIC
@ATTRIBUTE features102 NUMERIC
@ATTRIBUTE features103 NUMERIC
@ATTRIBUTE features104 NUMERIC
@ATTRIBUTE features105 NUMERIC
@ATTRIBUTE features106 NUMERIC
@ATTRIBUTE features107 NUMERIC
@ATTRIBUTE features108 NUMERIC
@ATTRIBUTE features109 NUMERIC
@ATTRIBUTE features110 NUMERIC
@ATTRIBUTE features111 NUMERIC
@ATTRIBUTE features112 NUMERIC
@ATTRIBUTE features113 NUMERIC
@ATTRIBUTE features114 NUMERIC
@ATTRIBUTE features115 NUMERIC
@ATTRIBUTE features116 NUMERIC
@ATTRIBUTE features117 NUMERIC
@ATTRIBUTE features118 NUMERIC
@ATTRIBUTE features119 NUMERIC
@ATTRIBUTE features120 NUMERIC
@ATTRIBUTE features121 NUMERIC
@ATTRIBUTE features122 NUMERIC
@ATTRIBUTE features123 NUMERIC
@ATTRIBUTE features124 NUMERIC
@ATTRIBUTE features125 NUMERIC
@ATTRIBUTE features126 NUMERIC
@ATTRIBUTE features127 NUMERIC
@ATTRIBUTE features128 NUMERIC
@ATTRIBUTE features129 NUMERIC
@ATTRIBUTE features130 NUMERIC
@ATTRIBUTE features131 NUMERIC
@ATTRIBUTE features132 NUMERIC
@ATTRIBUTE features133 NUMERIC
@ATTRIBUTE features134 NUMERIC
@ATTRIBUTE features135 NUMERIC
@ATTRIBUTE features136 NUMERIC
@ATTRIBUTE class {classifierData/Instrumentals,classifierData/Drums}

@DATA
0.167924,0.037840,2.604328,0.204330,0.168200,1.133280,0.007416,0.209702,-29.295196,1.473251,0.332006,-0.008770,0.108968,0.142099,0.084709,-0.075966,0.044086,0.017967,0.036510,-0.035837,-0.053047,0.011010,0.001373,0.021385,0.006794,0.027225,0.004938,0.038524,0.001325,0.010727,0.012188,0.020787,0.001580,0.015865,0.000675,-0.003950,-0.001228,0.001111,-0.000083,0.009266,-0.000405,0.001433,-0.020596,-0.048142,0.002586,-0.012331,-0.013427,-0.012630,-0.008794,-0.000944,-0.008867,-0.008220,0.000190,0.002264,-0.000142,0.000214,0.000005,-0.000404,0.000127,-0.001080,0.000222,0.000872,0.000019,0.000309,-0.000366,-0.000624,0.000002,0.000111,0.113222,0.066664,0.546610,0.088980,0.029530,0.902018,0.007763,0.179311,5.097127,1.552815,0.620993,0.542150,0.346857,0.277669,0.273802,0.264546,0.252435,0.195265,0.164724,0.146808,0.132910,0.011812,0.001710,0.022204,0.007377,0.029890,0.006064,0.035639,0.001293,0.017546,0.012990,0.021207,0.001448,0.012404,0.084773,0.087784,0.830991,0.077914,0.034772,0.780447,0.010880,0.153711,4.845127,1.310846,0.706963,0.434499,0.348579,0.292029,0.257894,0.277541,0.246756,0.275211,0.211293,0.212641,0.188410,0.013865,0.002385,0.024942,0.009664,0.029063,0.007317,0.037517,0.001579,0.018250,0.015860,0.022636,0.002085,0.011245,classifierData/Drums
0.108449,0.034509,2.618048,0.157250,0.141040,1.062093,0.007906,0.174845,-29.326550,1.109066,0.548634,0.100773,0.228595,0.164424,0.225394,0.045410,0.043936,0.094225,0.081204,-0.012347,-0.052141,0.006594,0.002039,0.053063,0.004512,0.016875,0.003943,0.024034,0.001716,0.003154,0.013829,0.019521,0.002226,0.017989,0.000227,-0.005202,-0.027348,0.000427,0.000879,0.000145,-0.000294,-0.000060,-0.088125,-0.017907,0.000744,0.001945,0.004556,0.004115,-0.003265,0.002292,0.001966,0.001305,-0.004448,-0.002640,0.004996,-0.000083,0.000001,0.000024,-0.000065,-0.000670,-0.000018,0.001082,-0.000005,-0.000046,-0.000268,0.001187,-0.000022,0.000244,0.052220,0.066666,0.633242,0.042737,0.030712,0.509806,0.009234,0.081976,3.538239,1.297186,0.561306,0.432122,0.275989,0.205300,0.182287,0.214871,0.180594,0.159661,0.147442,0.142048,0.143440,0.007666,0.001609,0.067681,0.004092,0.015983,0.003872,0.018351,0.001617,0.002486,0.012717,0.020425,0.001680,0.018540,0.041992,0.082947,0.904519,0.044755,0.032647,0.430545,0.011794,0.066244,3.611599,1.293065,0.573576,0.429372,0.342246,0.286595,0.248529,0.268856,0.263755,0.239681,0.196133,0.193748,0.205399,0.010844,0.001866,0.053469,0.005923,0.015598,0.005105,0.017267,0.001964,0.003379,0.015968,0.018474,0.002233,0.014498,classifierData/Drums
0.065249,0.037010,2.832438,0.188070,0.222667,0.656269,0.005911,0.116546,-27.836336,2.332569,0.683532,0.267416,-0.000356,0.118716,0.041320,-0.096298,-0.132048,-0.170606,-0.085025,-0.021143,-0.021405,0.021692,0.002188,0.055966,0.026615,0.031866,0.008005,0.027431,0.001109,0.004122,0.025351,0.026514,0.002726,0.024743,-0.000030,-0.006005,0.003034,0.001087,0.000978,0.001113,-0.000067,0.000045,-0.136775,-0.008028,0.015205,-0.001890,-0.000149,-0.004031,-0.005861,-0.006824,-0.001693,0.008365,0.004129,-0.000811,0.001353,-0.001854,-0.000007,0.000281,0.000144,-0.000687,0.000164,-0.000857,-0.000004,0.000016,0.002468,0.000075,-0.000015,0.000143,0.042801,0.086746,0.428544,0.051856,0.017940,0.476964,0.005052,0.093173,3.691488,0.540631,0.474594,0.344074,0.285614,0.249208,0.193193,0.151683,0.208367,0.230816,0.159366,0.174270,0.167663,0.021660,0.001978,0.037487,0.021105,0.023200,0.006711,0.018398,0.000899,0.003706,0.030295,0.025111,0.002742,0.008343,0.041679,0.123638,0.591809,0.040859,0.018772,0.402752,0.006220,0.074123,3.654902,0.427068,0.514728,0.311078,0.333171,0.253686,0.236268,0.193459,0.266010,0.241292,0.224720,0.234254,0.210250,0.023230,0.002562,0.043862,0.026651,0.025474,0.009709,0.021345,0.001236,0.005085,0.036871,0.029031,0.003219,0.009302,classifierData/Drums
0.014755,0.060217,2.573332,0.102873,0.179087,0.149561,0.021540,0.027250,-28.324791,3.169393,0.743053,0.531202,0.168237,0.266458,0.058523,0.090464,-0.025604,0.059536,0.018640,-0.030186,-0.007311,0.022005,0.001002,0.074848,0.007986,0.026522,0.004301,0.094052,0.000562,0.002453,0.023133,0.060404,0.001383,0.040928,-0.000144,-0.001984,-0.011393,0.000250,0.001215,-0.001344,0.000317,-0.000072,-0.052443,-0.000102,0.001274,-0.000325,0.008090,0.000045,0.006516,0.002616,0.005287,-0.000573,0.003610,0.005747,-0.000820,-0.000520,-0.000002,0.000694,-0.000168,0.000037,-0.000030,0.000969,-0.000004,-0.000022,-0.001279,0.001778,-0.000023,0.000284,0.013258,0.092105,0.583827,0.041856,0.034891,0.289741,0.009765,0.051554,4.289141,1.021316,0.459569,0.298372,0.289836,0.159312,0.176080,0.223191,0.204107,0.217005,0.161305,0.187372,0.127182,0.035395,0.001493,0.051775,0.009846,0.015889,0.005581,0.064033,0.000905,0.002853,0.027645,0.044210,0.002028,0.016090,0.018744,0.119406,0.936694,0.055366,0.047172,0.406198,0.014144,0.075031,4.923908,1.354833,0.653027,0.404898,0.431056,0.196289,0.226820,0.278287,0.285059,0.267022,0.203582,0.283139,0.183343,0.044862,0.002274,0.071818,0.014197,0.021803,0.008000,0.088945,0.001399,0.004248,0.037176,0.062592,0.002958,0.024129,classifierData/Drums
0.027403,0.042116,2.606175,0.122153,0.157741,0.430444,0.052561,0.073030,-32.600819,1.468564,0.390571,0.307267,-0.093400,0.250290,0.169981,0.162217,0.016815,0.051810,0.002731,0.000549,-0.023315,0.005766,0.001455,0.049446,0.003800,0.060628,0.001872,0.072632,0.000838,0.001936,0.007064,0.038937,0.002579,0.037501,0.000221,-0.004084,-0.001116,0.002184,0.000910,0.014679,-0.000611,0.002836,-0.254316,-0.063130,-0.007302,-0.013872,-0.003722,0.003647,0.006326,-0.001961,0.003878,0.002977,0.002877,-0.001741,0.002318,-0.000207,-0.000016,-0.000995,-0.000024,0.000918,-0.000003,-0.000880,0.000023,-0.000024,-0.000165,-0.000837,-0.000005,-0.000017,0.031633,0.080425,0.610930,0.060276,0.043578,0.501637,0.139727,0.090002,8.760664,1.436465,0.572456,0.618179,0.437082,0.302453,0.266920,0.245122,0.199722,0.220022,0.186391,0.130145,0.191225,0.007846,0.002000,0.046238,0.006036,0.050775,0.002339,0.078788,0.001364,0.003152,0.008302,0.041589,0.005684,0.017315,0.022318,0.097395,0.839650,0.051439,0.046823,0.431072,0.195869,0.081649,9.000013,1.134300,0.626385,0.653241,0.411239,0.337074,0.296463,0.301014,0.255946,0.231475,0.212276,0.176922,0.212599,0.009087,0.002577,0.059129,0.006862,0.040530,0.003038,0.065755,0.001792,0.003694,0.010389,0.039502,0.007012,0.017808,classifierData/Drums
0.083275,0.018195,2.667117,0.129087,0.137537,0.771436,0.017631,0.130513,-33.490460,0.322337,-0.989488,-0.109904,-0.387432,-0.057886,-0.261890,-0.002050,0.007125,0.003103,-0.003784,0.103947,-0.037438,0.007705,0.003945,0.027854,0.005383,0.029756,0.003593,0.033743,0.004446,0.004215,0.005489,0.017828,0.004986,0.020575,0.002174,-0.003342,-0.016123,0.000534,-0.001082,0.022012,-0.000207,0.003713,-0.189258,-0.087321,-0.049600,-0.027627,-0.018354,-0.010916,-0.015492,-0.007985,0.003174,-0.005682,0.004517,0.007434,0.002210,-0.000028,0.000061,-0.001548,0.000008,-0.000514,0.000029,-0.000634,0.000033,-0.000037,-0.000132,-0.001619,0.000140,-0.000566,0.060216,0.036403,0.663288,0.050676,0.033005,0.708624,0.024136,0.105521,6.512681,1.532880,1.217787,0.501624,0.398086,0.306709,0.281651,0.243484,0.208234,0.222421,0.246328,0.224424,0.198951,0.008716,0.004254,0.039687,0.005949,0.031986,0.003171,0.051402,0.004574,0.004233,0.006623,0.026051,0.005896,0.021115,0.054513,0.040116,1.022572,0.052234,0.040079,0.692843,0.033019,0.109219,6.255295,1.424319,0.967318,0.546119,0.415699,0.347811,0.318759,0.319100,0.282318,0.281294,0.299625,0.297262,0.229477,0.010933,0.004947,0.048846,0.007949,0.034775,0.004634,0.061266,0.005740,0.005509,0.008887,0.026469,0.006562,0.021918,classifierData/Drums
0.035384,0.061505,2.919623,0.098865,0.153855,0.289787,0.008074,0.056990,-26.316072,1.979878,0.360969,0.687497,0.055526,-0.171763,-0.151817,-0.118173,-0.268994,-0.051498,-0.134267,-0.004513,0.162325,0.006644,0.003353,0.014985,0.073038,0.087742,0.010633,0.010184,0.001753,0.003040,0.004918,0.007125,0.005779,0.032268,-0.000198,-0.002796,0.005416,0.000211,0.000611,-0.001338,-0.000123,-0.000227,-0.060211,0.008121,0.007464,-0.007025,-0.010120,-0.008158,-0.007246,0.000598,0.003656,-0.003004,-0.000302,-0.001454,-0.001490,-0.000144,-0.000009,-0.000062,0.001689,-0.000085,0.000019,-0.000307,-0.000010,-0.000001,-0.000251,-0.000222,0.000045,0.000243,0.017630,0.074922,0.492669,0.028444,0.036556,0.247850,0.007602,0.037245,3.086243,1.068185,0.482915,0.356000,0.279246,0.252744,0.316140,0.258831,0.217994,0.240778,0.170588,0.147955,0.165758,0.005760,0.005813,0.009522,0.034668,0.044967,0.009638,0.009568,0.002372,0.002402,0.006021,0.006918,0.005325,0.011791,0.014003,0.072198,0.717324,0.036755,0.048049,0.269092,0.011291,0.039566,3.628022,1.025396,0.484767,0.356347,0.324184,0.307383,0.360460,0.296683,0.235789,0.221645,0.205417,0.221790,0.228509,0.006555,0.006834,0.010976,0.038939,0.049824,0.012630,0.013165,0.002684,0.003076,0.008145,0.009134,0.006037,0.012242,classifierData/Drums
0.274561,0.002497,2.835840,0.298372,0.151946,1.819041,0.001736,0.406390,-30.319861,1.624581,0.192198,0.402524,0.112447,0.178239,-0.043469,0.007534,-0.070435,-0.083422,-0.080707,-0.020614,-0.046617,0.004405,0.001388,0.005416,0.009455,0.009271,0.001973,0.013391,0.000768,0.001369,0.003021,0.007295,0.001370,0.004860,-0.000095,-0.000210,0.016289,-0.000250,0.000271,0.002097,-0.000001,-0.000348,-0.054321,0.008828,0.008395,0.012274,0.002551,0.000488,0.000635,-0.006787,-0.003285,-0.003741,-0.001760,0.000062,0.000616,0.000021,-0.000001,0.000011,0.000079,0.000038,0.000027,0.000048,0.000034,0.000006,0.000030,0.000015,-0.000005,0.000014,0.048234,0.004461,0.443312,0.023107,0.013423,0.188837,0.000510,0.019259,1.974041,0.843268,0.396949,0.233552,0.191074,0.152556,0.157363,0.147961,0.136204,0.148141,0.135915,0.134607,0.148157,0.004394,0.000886,0.006181,0.009995,0.010794,0.001699,0.014886,0.000687,0.001044,0.002935,0.007838,0.000895,0.005101,0.056444,0.006681,0.534108,0.029104,0.017961,0.290696,0.000646,0.023916,2.299496,0.929146,0.513997,0.351520,0.267960,0.214359,0.225511,0.212047,0.197116,0.201919,0.191315,0.192157,0.204929,0.005901,0.001321,0.008000,0.012596,0.013839,0.002372,0.018283,0.000951,0.001455,0.004179,0.010325,0.001211,0.006090,classifierData/Drums
0.080112,0.021658,2.568759,0.136234,0.137732,0.734016,0.004951,0.126766,-26.839282,0.609981,0.157386,0.368806,0.150281,0.081020,0.034700,-0.057426,-0.132022,-0.139388,-0.124481,-0.142201,-0.057657,0.025856,0.003478,0.023020,0.010021,0.010201,0.005769,0.017836,0.003050,0.004480,0.011241,0.027796,0.003273,0.014116,-0.001942,-0.000098,0.013963,-0.001947,0.000206,-0.025508,0.000017,-0.003739,-0.040730,0.045990,-0.018425,-0.002544,0.005983,0.005038,0.000113,0.005364,0.003602,0.002867,0.002705,0.003995,0.012624,0.000011,-0.000021,0.000501,-0.000076,0.000009,-0.000001,0.001641,-0.000006,0.000049,-0.000012,0.001811,0.000219,0.000602,0.051450,0.042362,0.617076,0.044799,0.031531,0.459373,0.003063,0.076193,3.749196,1.271146,0.481706,0.527219,0.314895,0.261389,0.255922,0.250494,0.223187,0.250990,0.227363,0.207574,0.233405,0.031408,0.003148,0.018974,0.009272,0.009376,0.004912,0.016058,0.002479,0.003888,0.011196,0.032347,0.002750,0.011146,0.043643,0.052386,0.863659,0.045455,0.040527,0.479807,0.004660,0.075060,4.240462,1.227342,0.477056,0.585790,0.403356,0.352720,0.325589,0.336723,0.307434,0.277582,0.274399,0.271079,0.235916,0.032696,0.004304,0.018198,0.011688,0.012025,0.006805,0.018190,0.003296,0.004925,0.014505,0.032211,0.003507,0.010319,classifierData/Drums
0.165506,0.006792,2.662362,0.213843,0.132821,1.521631,0.002757,0.267680,-31.692986,-0.846856,-0.744465,-1.155731,-0.607034,-0.081679,-0.075039,-0.375027,-0.252237,0.054774,-0.050806,0.328606,0.047697,0.002108,0.001362,0.003319,0.001864,0.003605,0.003984,0.008009,0.009725,0.002443,0.006678,0.002542,0.002636,0.004319,-0.001951,-0.000449,0.006350,-0.001264,0.000548,0.004165,0.000051,-0.001671,-0.136743,0.005601,-0.011812,-0.012063,-0.006258,0.013783,0.012550,0.003326,0.008022,0.010713,0.001570,0.008871,0.003187,-0.000001,0.000015,0.000006,0.000033,0.000044,0.000105,0.000273,0.000801,-0.000017,0.000103,0.000002,0.000124,0.000197,0.040199,0.013929,0.674308,0.038072,0.018246,0.187537,0.001619,0.048165,3.293158,0.420632,0.474513,0.446447,0.345820,0.329031,0.318364,0.259576,0.298474,0.257501,0.183405,0.178065,0.138777,0.001850,0.001515,0.002822,0.002402,0.003816,0.003192,0.006714,0.013790,0.002270,0.007266,0.002135,0.002235,0.003789,0.055316,0.018211,0.987263,0.046433,0.024618,0.242201,0.002530,0.060381,3.851540,0.580545,0.568791,0.528402,0.428799,0.360445,0.436354,0.367297,0.404412,0.299541,0.248373,0.225367,0.204489,0.002247,0.001782,0.003564,0.002882,0.004915,0.004342,0.009376,0.017243,0.003043,0.008624,0.002580,0.002736,0.004973,classifierData/Drums
